obs,machine,id,time..2,elapsed,date,hhmmss,averaging,rep,plot,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo..40,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,ID..66,P1_dur,P2_dur,P3_dur,P1_Qmax,P1_Fmax,P2_dQdt,P3_ΔF,ID..74,Duration,Fo..76,F1,F2,Fmax,T@HIR,T@F1,T@F2,T@Fmax,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME..92,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time..143,hhmmss..144,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,Fv'/Fm':MN,Fv'/Fm':SLP,Fv'/Fm':SD,Fv'/Fm':OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,CO2_hrs,AccCO2_soda,AccH2O_hum,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
28,nvg,r15_hn_ni,1530583456,557.4000001,7/2/18 21:04,21:04:15,none,NA,NA,1530583456,8.11E-05,0.081110834,-0.732494371,400.358,642.4731374,58.56429062,36.4944165,0.004564723,2.770461406,0.004560549,0.002850718,0,25.30545539,25.0999,3.198664938,49.97349952,1.620306953,3.242332373,1.578357985,-3.576987788,34.02446207,2.603356505,33.05083079,0,0,1,0,48488.61743,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.732494371,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583456,400.358,399.938,17.7754,17.7276,400.205,17.8515,1000.03,91.0531,0.101358,25.3277,25.0999,999.9,0,0,10015.6,0,0.219127,0.41922,407.603,407.156,0.0478001,399.938,17.7276,1.6185,1.61415,14.1361,14.0945,0,0,0,0,1.69,0,-5.35,-2.59,33.625,39,36.75,38,34.875,0,0,0,2547.6,0,2.9248,-0.523077013,5.55692314,-10.0832,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.392663805,0.071782767,0.024640932,1,1,0,0,0,0.06543988,-0.04781636,0.014029306,1,2,3,3-Feb,3.92666,2.78412,0.0850921,0.0850151,0.0816494,0.0806069,19671.3,23999.8,20938.9,25297.1,30499.5,34245.7,37792,41967.8,2.67405,2.15053,0.0931323,0,23.5701,999.9,49.445,30.555,23.8831,61.4504,19.4471,3,-0.221654,-0.832271,20.3369,5.22313,11.962,4.9858,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88287,1.88162,1.88317,1.88232,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.153,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.5,0.5,1.54053,2.58667,2.80029,2.96875,3.04932,2.30225,34.236,24.2364,18,1091.8,564.381,25.0001,24.3538,30.0001,24.2726,24.2678,30.7708,22.233,0,25,400,17.7409,101.876,101.174
29,nvg,r15_hn_ni,1530583461,562.4000001,7/2/18 21:04,21:04:20,none,NA,NA,1530583461,0.000109953,0.109953292,-0.680674069,400.382,562.7070876,51.29135144,36.49524651,0.006193945,2.765533477,0.006186248,0.003867096,0,25.29969551,25.1005,3.198779275,50.00417439,1.621513676,3.242756622,1.577265598,-4.848940182,34.20249413,2.621678641,31.97523259,0,0,1,0,48353.14526,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.680674069,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583461,400.382,400,17.7893,17.7245,400.229,17.8655,999.975,91.0498,0.101267,25.3299,25.1005,999.9,0,0,9986.88,0,0.219127,0.381653,407.634,407.218,0.0648212,400,17.7245,1.61972,1.61381,14.1477,14.0913,0,0,0,0,3.35,0,-12.29,-3.46,33.625,39,37.062,37.75,35.625,0,0,0,2552.4,0,2.9876,1.910769214,-5.902307579,-10.4792,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.385888,-0.070564053,0.029283357,1,1,0,0,0,0.064353945,-0.101210783,0.014776967,1,2,3,3-Feb,3.92658,2.78377,0.0850937,0.0850224,0.0816941,0.0805942,19671.4,23999.7,20939,25297.2,30497.8,34246.3,37791.7,41968,2.6744,2.15058,0.0930578,0,23.572,999.9,49.445,30.565,23.8968,61.4304,19.4792,3,-0.221806,-0.832653,20.3362,5.21984,11.962,4.9855,3.30032,999.9,9999,9999,9999,1.88446,1.88141,1.88286,1.88161,1.88319,1.88232,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.153,-0.0762,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.6,0.6,1.54053,2.58179,2.80029,2.96997,3.04932,2.32666,34.236,24.2276,18,1092.17,564.409,25,24.3528,30,24.2705,24.2669,30.7704,22.233,0,25,400,17.7409,101.876,101.174
30,nvg,r15_hn_ni,1530583466,567.4000001,7/2/18 21:04,21:04:25,none,NA,NA,1530583466,0.000125395,0.125395455,-0.633520395,400.328,530.8113044,48.38640967,36.49212903,0.007060981,2.769326655,0.007050994,0.004407768,0,25.29759737,25.1086,3.200323171,50.0155803,1.62208611,3.243161632,1.57823706,-5.529939551,33.35360628,2.553239115,30.37690585,0,0,1,0,48456.83184,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.633520395,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583466,400.328,399.978,17.7947,17.7208,400.176,17.8708,999.979,91.054,0.101575,25.332,25.1086,999.9,0,0,10008.8,0,0.219127,0.350037,407.581,407.194,0.0738659,399.978,17.7208,1.62028,1.61355,14.153,14.0888,0,0,0,0,4.16,0,-14.18,-3.67,33.625,39,36.75,37.75,35.187,0,0,0,2557.8,0,3.485769231,5.356923149,-10.43863246,-11.275,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.382584073,-0.145997394,0.031649746,0,1,0,0,0,0.063448788,-0.045108209,0.014145973,1,1,3,3-Jan,3.92659,2.78427,0.0850888,0.0850228,0.0817158,0.0805857,19671.6,23999.6,20939.1,25297.1,30497.5,34246.5,37792.1,41967.8,2.6732,2.15048,0.0934303,0,23.574,999.9,49.445,30.565,23.8954,61.4404,19.4992,3,-0.221806,-0.832734,20.3369,5.22313,11.9625,4.98575,3.301,999.9,9999,9999,9999,1.88445,1.88141,1.88283,1.88158,1.88317,1.88233,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.152,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.7,0.7,1.54053,2.58911,2.80029,2.96875,3.04932,2.29736,34.236,24.2364,18,1090.75,564.321,24.9999,24.3528,30,24.2705,24.2658,30.7718,22.233,0,25,400,17.7409,101.877,101.174
31,nvg,r15_hn_ni,1530583471,572.4000001,7/2/18 21:04,21:04:30,none,NA,NA,1530583471,0.000135747,0.135747385,-0.742679277,400.407,542.4968833,49.4528647,36.50025246,0.007652323,2.767349815,0.007640587,0.00477642,0,25.29823267,25.1012,3.198912672,50.00783939,1.622172671,3.243836747,1.576740001,-5.986459687,34.956005,2.677762749,31.64730807,0,0,1,0,48402.13819,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.742679277,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583471,400.407,399.994,17.7952,17.7152,400.255,17.8713,999.988,91.0563,0.101578,25.3355,25.1012,999.9,0,0,9996.88,0,0.219127,0.412964,407.662,407.208,0.0799828,399.994,17.7152,1.62036,1.61308,14.1538,14.0843,0,0,0,0,8.79,0,-12.89,-3.87,34.125,39,37.062,37.875,35.437,0,0,0,2562.6,0,3.442692308,1.514188197,5.252649601,-10.98615385,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.384265488,0.059808481,0.039681933,1,1,0,0,0,0.062339546,0.110930325,0.012925234,1,2,3,3-Feb,3.9266,2.78418,0.0851041,0.0850278,0.0817198,0.0805693,19671,23999.9,20938.8,25297.5,30497,34247.8,37791.8,41968.6,2.67493,2.15068,0.0928342,0,23.5764,999.9,49.42,30.555,23.8738,61.6304,19.4832,3,-0.221865,-0.831904,20.3368,5.22298,11.962,4.98575,3.301,999.9,9999,9999,9999,1.88445,1.88141,1.88284,1.88157,1.88314,1.88232,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.152,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.7,0.7,1.54053,2.58911,2.80029,2.96875,3.04932,2.30347,34.236,24.2276,18,1092.74,564.449,25,24.3507,30,24.2685,24.2639,30.7721,22.233,0,25,400,17.7405,101.876,101.176
32,nvg,r15_hn_ni,1530583476,577.4000001,7/2/18 21:04,21:04:35,none,NA,NA,1530583476,0.000139307,0.139307233,-0.699092252,400.411,530.0731646,48.31996799,36.5003324,0.007837411,2.76818752,0.007825105,0.004891795,0,25.30056621,25.1157,3.201676998,49.98583621,1.621777158,3.244473397,1.57989984,-6.143448967,33.29511505,2.549988687,29.70165477,0,0,1,0,48424.54242,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.699092252,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583476,400.411,400.025,17.791,17.7089,400.259,17.8671,999.967,91.0556,0.101567,25.3388,25.1157,999.9,0,0,10001.9,0,0.219127,0.386505,407.664,407.237,0.0821056,400.025,17.7089,1.61997,1.6125,14.1501,14.0787,0,0,0,0,7.89,0,-11.97,-3.59,34.125,39.062,36.812,38.062,35.062,0,0,0,2567.4,0,3.832307692,2.179145445,6.294358983,-10.705,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.3804535,0.084228811,0.039197307,1,1,0,0,0,0.070047088,0.099932217,0.010125304,1,2,3,3-Feb,3.92657,2.7842,0.0851043,0.0850321,0.0817055,0.080548,19671.2,23999.7,20939,25297.4,30497.4,34248.2,37791.6,41968.2,2.67425,2.15072,0.0935048,0,23.5799,999.9,49.396,30.555,23.8592,61.3704,19.4712,3,-0.221895,-0.831326,20.3369,5.22283,11.962,4.98575,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88287,1.8816,1.88315,1.88232,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.152,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.8,0.8,1.54053,2.58789,2.80029,2.96875,3.04932,2.31567,34.236,24.2364,18,1091.93,564.485,25.0001,24.3507,30,24.2675,24.2638,30.7703,22.233,0,25,400,17.7405,101.876,101.175
33,nvg,r15_hn_ni,1530583481,582.4000001,7/2/18 21:04,21:04:40,none,NA,NA,1530583481,0.000142205,0.142204524,-0.798649005,400.394,547.0352048,49.86688136,36.49929643,0.007989992,2.7676835,0.0079772,0.004986897,0,25.30146448,25.1253,3.20350832,49.9719348,1.621490045,3.244801411,1.582018275,-6.271219502,32.11028313,2.459833034,28.29889666,0,0,1,0,48410.48975,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.798649005,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583481,400.394,399.949,17.7876,17.7038,400.241,17.8637,1000.06,91.0572,0.10125,25.3405,25.1253,999.9,0,0,9998.75,0,0.219127,0.445038,407.645,407.157,0.0837955,399.949,17.7038,1.61969,1.61206,14.1474,14.0746,0,0,0,0,-1.13,0,-8.06,-2.94,34.25,39,37.062,37.875,35.375,0,0,0,2572.8,0,3.0072,-4.477692118,-11.92230779,-9.9664,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.384749976,0.036981972,0.033974133,1,1,0,0,0,0.077026595,0.053863589,0.005638624,1,2,3,3-Feb,3.92669,2.78386,0.0851032,0.0850217,0.0816955,0.0805327,19671.3,23999.8,20939.2,25297.3,30498.2,34248.7,37792.2,41968.1,2.67502,2.1506,0.0938773,0,23.5834,999.9,49.396,30.555,23.858,61.4704,19.4551,3,-0.221982,-0.830654,20.3368,5.22313,11.962,4.98575,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88285,1.88163,1.88315,1.88233,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.153,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,0.9,0.9,1.54053,2.58423,2.80029,2.96875,3.04932,2.33398,34.236,24.2276,18,1092.82,564.371,25,24.3497,29.9999,24.2664,24.2619,30.7728,22.233,0,25,400,17.7405,101.877,101.175
34,nvg,r15_hn_ni,1530583486,587.4000001,7/2/18 21:04,21:04:45,none,NA,NA,1530583486,0.000150518,0.150517851,-0.751964684,400.374,529.6178743,48.2783252,36.49685388,0.008454903,2.768191242,0.008440582,0.005276648,0,25.30138955,25.1272,3.203870878,49.96033624,1.621325792,3.245225942,1.582545086,-6.637837209,32.16094551,2.463312966,27.98642126,0,0,1,0,48424.01577,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.751964684,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583486,400.374,399.959,17.7861,17.6974,400.222,17.8622,1000.05,91.0558,0.101103,25.3427,25.1272,999.9,0,0,10001.9,0,0.219127,0.415192,407.624,407.165,0.088644,399.959,17.6974,1.61953,1.61145,14.1459,14.0688,0,0,0,0,4.59,0,-10.6,-2.89,33.75,39,37.125,37.75,35.125,0,0,0,2577.6,0,3.096,-1.746923009,-7.248461492,-10.1868,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.3992195,0.054154964,0.033094751,1,1,0,0,0,0.081039333,0.037237739,0.003719646,1,2,3,3-Feb,3.92668,2.78374,0.085099,0.085022,0.0816895,0.0805103,19671.5,24000.1,20939.2,25297.6,30498.6,34250.1,37792.4,41968.7,2.67532,2.15085,0.0938401,0,23.5859,999.9,49.396,30.555,23.8599,61.3604,19.4431,3,-0.222287,-0.830719,20.337,5.22313,11.962,4.9857,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88288,1.88162,1.88314,1.88233,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.152,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,1,1,1.54053,2.59399,2.80029,2.96875,3.04932,2.2876,34.236,24.2276,18,1093.14,564.556,24.9999,24.3487,30.0001,24.2649,24.2618,30.7727,22.233,0,25,400,17.7405,101.878,101.176
35,nvg,r15_hn_ni,1530583491,592.4000001,7/2/18 21:04,21:04:50,none,NA,NA,1530583491,0.000149995,0.149995092,-0.641698362,400.364,509.4381697,46.43943243,36.49643476,0.00842431,2.764491071,0.008410074,0.005257573,0,25.30028182,25.1262,3.203680054,49.95024879,1.620882763,3.244994373,1.582797291,-6.61478356,32.08814893,2.460999597,27.93436497,0,0,1,0,48322.85917,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.641698362,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583491,400.364,400.015,17.781,17.6926,400.211,17.8571,999.964,91.0565,0.101633,25.3415,25.1262,999.9,0,0,9980,0,0.219127,0.348907,407.611,407.22,0.0884209,400.015,17.6926,1.61907,1.61102,14.1415,14.0646,0,0,0,0,-0.33,0,-5.79,-2.57,34.062,39,37.125,37.875,35.312,0,0,0,2582.4,0,2.1756,-0.77846149,0.133846239,-10.2212,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.392713585,0.02914131,0.028776522,1,1,0,0,0,0.084282102,0.031988753,0.003247528,1,2,3,3-Feb,3.92657,2.78408,0.085098,0.0850321,0.081673,0.0804951,19671.6,23999.7,20939.3,25297.4,30499.2,34250.3,37792.5,41968.3,2.67545,2.15058,0.0936538,0,23.5879,999.9,49.371,30.534,23.8182,61.5504,19.4712,3,-0.222071,-0.831051,20.3368,5.22328,11.962,4.98575,3.301,999.9,9999,9999,9999,1.88445,1.88141,1.88284,1.88159,1.88315,1.88233,1.88431,1.88157,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.153,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,1.1,1.1,1.54053,2.58057,2.80029,2.96875,3.04932,2.29858,34.236,24.2364,18,1093.28,564.328,24.9999,24.3482,30.0001,24.2644,24.2597,30.7725,22.233,0,25,400,17.7405,101.878,101.175
36,nvg,r15_hn_ni,1530583496,597.4000001,7/2/18 21:04,21:04:55,none,NA,NA,1530583496,0.000154925,0.154925229,-0.678710567,400.357,512.4659019,46.71493007,36.4954023,0.008690257,2.766057872,0.008675117,0.005423306,0,25.30104949,25.1346,3.205283287,49.93027041,1.62043681,3.245399628,1.584846477,-6.8322026,31.1668558,2.389113217,26.72376642,0,0,1,0,48365.40547,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.678710567,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583496,400.357,399.987,17.7763,17.685,400.205,17.8524,1000.03,91.0552,0.101948,25.3436,25.1346,999.9,0,0,9989.38,0,0.219127,0.370453,407.603,407.188,0.0912952,399.987,17.685,1.61862,1.61031,14.1372,14.0578,0,0,0,0,0.18,0,-10.74,-3.32,34.125,39,37.062,37.75,35,0,0,0,2587.8,0,2.247692308,-0.92444436,-3.436922948,-10.21423077,15,1530583427,21:03:46,1530583427,1530583427,134,0.026,0,0.153,-0.076,400,18,0.47,0.18,0.396210475,-0.000940244,0.029196057,1,1,0,0,0,0.086427923,0.028268235,0.002853752,1,2,3,3-Feb,3.92666,2.78448,0.0850962,0.0850263,0.0816564,0.0804687,19671.6,23999.7,20939.3,25297.3,30499.8,34251.2,37792.5,41968.1,2.67427,2.1508,0.0941381,0,23.5884,999.9,49.371,30.555,23.8486,61.5304,19.4631,3,-0.222309,-0.831386,20.337,5.22298,11.962,4.9857,3.301,999.9,9999,9999,9999,1.88445,1.88141,1.88286,1.8816,1.88318,1.88233,1.88431,1.88158,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.152,-0.0761,0.1527,0,0,0,-0.07612,0,0,0,-1,-1,-1,-1,1.1,1.1,1.54053,2.59155,2.80029,2.96875,3.04932,2.32056,34.2133,24.2276,18,1091.85,564.496,24.9999,24.3466,30.0001,24.2624,24.2597,30.7733,22.233,0,25,400,17.7405,101.878,101.175
37,nvg,r3_hn_yi,1530583612,713.9000001,7/2/18 21:06,21:06:52,none,NA,NA,1530583612,0.000238909,0.238909021,-0.768987249,400.409,477.0650028,43.48602547,36.49858168,0.013895948,2.767885344,0.013857307,0.008664279,0,25.21712057,24.843,3.150036623,50.08591962,1.619610946,3.233665186,1.530425677,-10.53588782,65.61301658,5.017378937,60.0945077,0,0,1,0,48425.27212,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.768987249,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583612,400.409,400.005,17.768,17.6272,400.236,17.8442,999.989,91.0512,0.10205,25.2827,24.843,999.9,0,0,10000.6,0,0.219127,0.4039,407.652,407.183,0.140772,400.005,17.6272,1.6178,1.60498,14.1294,14.0067,0,0,0,0,2.62,0,-8.29,-2.38,33.687,39.062,36.937,37.937,35,0,0,0,2704.2,0,2.825384615,7.695042904,-5.7141881,-10.71076923,15,1530583595,21:06:35,1530583595,1530583591,135,0.021,0,0.173,-0.076,400,18,0.28,0.19,0.245329354,1.620133147,0.175575235,0,1,0,0,0,0.082182767,0.563282055,0.060677298,0,0,3,0/3,3.9266,2.78468,0.085102,0.0850305,0.0816295,0.0802779,19672.9,24000.7,20940.7,25298.4,30502.5,34259.5,37794.7,41969.6,2.67208,2.1507,0.0825338,0,23.487,999.9,49.225,30.504,23.7075,61.5604,19.4471,3,-0.224253,-0.863589,20.3363,5.22328,11.9622,4.98565,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88286,1.8816,1.88319,1.88234,1.88431,1.88158,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.173,-0.0762,0.1732,0,0,0,-0.076195,0,0,0,-1,-1,-1,-1,0.3,0.3,1.54053,2.58789,2.80029,2.96875,3.04932,2.33398,34.1905,24.2276,18,1088.84,564.15,24.9999,24.3242,30,24.242,24.2353,30.7802,21.9847,0,25,400,17.5904,101.884,101.179
38,nvg,r3_hn_yi,1530583617,718.9000001,7/2/18 21:06,21:06:57,none,NA,NA,1530583617,0.000242308,0.242308073,-0.790359208,400.395,478.2150846,43.59085485,36.49730193,0.014095439,2.769276386,0.014055702,0.008788375,0,25.21721862,24.843,3.150036623,50.08716311,1.619747516,3.23385757,1.530289107,-10.68578603,65.79528861,5.028815171,60.13831775,0,0,1,0,48463.24117,-,-,0,0,NA,0,-,-,0,0,NA,0.5,0,-0.790359208,NA,NA,NA,NA,-,0,NA,NA,NA,NA,NA,NA,NA,NA,754,300,300,300,10355.1,1422.74,-0.00735017,-1.04,-,-,-,-,-,-,-,-,-,-,0,0,0,0,6,0.5,0: Broadleaf,2,1530583617,400.395,399.979,17.7695,17.6267,400.222,17.8457,1000.01,91.0513,0.101941,25.2837,24.843,999.9,0,0,10008.8,0,0.219127,0.416321,407.639,407.156,0.142853,399.979,17.6267,1.61794,1.60493,14.1307,14.0062,0,0,0,0,2.22,0,-10.24,-3.51,33.437,39,37.187,37.875,35.625,0,0,0,2709,0,3.202307692,-5.310769045,11.58119644,-10.51115385,15,1530583595,21:06:35,1530583595,1530583591,135,0.021,0,0.173,-0.076,400,18,0.28,0.19,0.357870548,0.513425065,0.080392208,0,1,0,0,0,0.123061804,0.250926796,0.033180675,1,1,3,3-Jan,3.92662,2.78464,0.0851003,0.0850266,0.0816351,0.0802764,19672.7,24001.1,20940.5,25298.6,30502.2,34259.9,37794.6,41970,2.67385,2.15112,0.0825338,0,23.487,999.9,49.225,30.494,23.6942,61.4504,19.4591,3,-0.223974,-0.863399,20.3364,5.22343,11.962,4.9857,3.301,999.9,9999,9999,9999,1.88446,1.88141,1.88286,1.8816,1.88317,1.88232,1.88431,1.88158,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,0.173,-0.0762,0.1732,0,0,0,-0.076195,0,0,0,-1,-1,-1,-1,0.4,0.4,1.54053,2.58789,2.80029,2.96997,3.04932,2.31812,34.1905,24.2364,18,1090.89,564.449,24.9999,24.3242,30.0002,24.24,24.2336,30.7799,21.9847,0,25,400,17.579,101.884,101.18
